Unnamed: 0,content,score,appVersion,content_process,result,sentiment,proba,inferred_topic,inferred_probability
3989,Sudah lumayan setelah ke CS langsung. Diajarin bener2. Gak kayak telpon. Disuruh kesana kesini gak efektif dan ngabisin pulsa dan gak terselesaikan masalahnya. Padahal kita telpon agar efektif..,4,1.2.3,lumayan cs langsung diajarin bener gak kayak telpon suruh kesana kesini gak efektif ngabisin pulsa gak selesai telpon efektif,"[{'label': 'negative', 'score': 0.9978615641593933}]",negative,0.9978615641593932,Questions and Engagement,0.58054835
3990,Duhh ini gimana dehh .. topup VA gagal terus notif nya sudah 3 hari,1,1.2.3,duhh gimana dehh topup va gagal notif nya,"[{'label': 'negative', 'score': 0.9983581900596619}]",negative,0.998358190059662,Questions and Engagement,0.8836747
3991,Tolong jaringan mbanking harap di perhatikan donk karna sering sekali terjadi ganguan / kesalahan sistem padahal lagi urgen😓😓😓,2,1.2.3,tolong jaring mbanking harap perhati donk karna ganguan salah sistem urgen,"[{'label': 'neutral', 'score': 0.9647499322891235}]",neutral,0.9647499322891236,User Experience,0.76050335
3992,Tolong D bantu saya tidak bisa Login D karenakan Lupa Paswword,3,1.2.3,tolong bantu login karena lupa paswword,"[{'label': 'neutral', 'score': 0.9987099170684814}]",neutral,0.9987099170684814,User Experience,0.8366063
3993,"lebih enak d-bank lama ketimbang d-bank pro, d-bank lama tinggal klik detail langsung kelihatan histori transaksi, yg pro malah ribet.., saran saya : mending d-bank lama di sempurnakan saja, ya ditambahin Qris gitu dll, ga perlu bikin yg versi pro, enakan pakai d-bank lama, malah ada apply danamon yg untuk Qris sj, kok di pisah2 gitu, tolong tirulah apply bank B*A.",1,1.2.3,enak bank ketimbang bank pro bank tinggal klik detail langsung histori transaksi yg pro ribet saran mending bank sempurna ya ditambahin qris gitu dll ga bikin yg versi pro enak pakai bank apply danamon yg qris sj pisah gitu tolong tiru apply bank,"[{'label': 'negative', 'score': 0.9966210126876831}]",negative,0.9966210126876832,Opinion on Banking App,0.6378672
3994,Tidak bisa down load ..,1,,down load,"[{'label': 'neutral', 'score': 0.9777651429176331}]",neutral,0.9777651429176332,User Experience,0.2
3995,Mantap,5,1.2.3,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.59993684
3996,Sangat membantu bagi saya,5,1.2.3,bantu,"[{'label': 'positive', 'score': 0.998690664768219}]",positive,0.998690664768219,User Experience,0.5996191
3997,"keseringan minta di update,🙄",1,1.2.3,sering update,"[{'label': 'negative', 'score': 0.9595780372619629}]",negative,0.9595780372619628,Mixed Feedback and Technical Issues,0.5019993
3998,Aplikasi sangat memudahkan transaksi.!,5,1.2.3,aplikasi mudah transaksi,"[{'label': 'positive', 'score': 0.9990046620368958}]",positive,0.9990046620368958,Opinion on Banking App,0.72949284
3999,okee,5,1.2.2,okee,"[{'label': 'positive', 'score': 0.8419835567474365}]",positive,0.8419835567474365,User Experience,0.2
4000,Bagus aplikasinya. Mudah dipakai dan sangat membantu. Terima ksh danamon.,5,1.2.3,bagus aplikasi mudah pakai bantu terima ksh danamon,"[{'label': 'positive', 'score': 0.9986475110054016}]",positive,0.9986475110054016,User Experience,0.57475656
4001,"Bagus versi yg dlu, tampilannya lbh bagus yg dlu, tampilan saldo, mutasi saldonya jelas. Yg sekarang tampilannya kurng bagus, kurang menarik, gk ada mutasi saldonya. Kalo ad dana masuk jd tidak jelas",2,1.2.3,bagus versi yg dlu tampil lbh bagus yg dlu tampil saldo mutasi saldo yg tampil kurng bagus tarik gk mutasi saldo kalo ad dana masuk jd,"[{'label': 'negative', 'score': 0.9355798363685608}]",negative,0.9355798363685608,User Experience,0.5547857
4002,"Knp harus update terus ya melakukan transaksi pdhl abis update dihari yang sama,,tolong ditingkatkan kembali",3,1.2.3,knp update ya transaksi pdhl abis update hari tolong tingkat,"[{'label': 'negative', 'score': 0.667304515838623}]",negative,0.667304515838623,Mixed Feedback and Technical Issues,0.4158078
4003,ok,5,1.2.1,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4004,Mantapppp..lanjutkan👍👍👍👍👍,5,1.2.3,mantapppp lanjut,"[{'label': 'positive', 'score': 0.5360754728317261}]",positive,0.5360754728317261,App Features,0.5997107
4005,Apk jelek lemot minta ampun daptar susah bank danamon sulit bangeut mau daptar pelayanan videcall ga ramah daptar harus ke cabang,1,1.2.3,apk jelek lot ampun daptar susah bank danamon sulit bangeut daptar layan videcall ga ramah daptar cabang,"[{'label': 'negative', 'score': 0.9993670582771301}]",negative,0.99936705827713,Questions and Engagement,0.6353895
4006,Kebanyakan update,1,1.2.3,banyak update,"[{'label': 'negative', 'score': 0.9976152181625366}]",negative,0.9976152181625366,Opinion on Banking App,0.53484756
4007,Maaf mau tanya kenapa aplikasi dbank lama hari ini gak bisa dibuka? Apakah sy harus instal aplikasi ini n daftar baru atau pake username n faswd d bank lama?,5,1.2.3,maaf aplikasi dbank gak buka sy instal aplikasi daftar pake username faswd bank,"[{'label': 'neutral', 'score': 0.9871008396148682}]",neutral,0.9871008396148682,Questions and Engagement,0.4724602
4008,Aplikasinya bolak balik update,1,,aplikasi bolak update,"[{'label': 'negative', 'score': 0.410963237285614}]",negative,0.410963237285614,Mixed Feedback and Technical Issues,0.42465073
4009,Good dapat cashback nyaa 200rb,5,1.2.3,good cashback nyaa rb,"[{'label': 'positive', 'score': 0.9976089000701904}]",positive,0.9976089000701904,User Experience,0.6484839
4010,Good,5,1.2.2,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
4011,Mantap,5,1.2.3,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.59993684
4012,MaNtaB,5,1.2.3,mantab,"[{'label': 'positive', 'score': 0.9985004663467407}]",positive,0.9985004663467408,Opinion on Banking App,0.5999816
4013,Makin kesini makin lemot sih... udah bagusan kemarin2 lancar. Mau bayar VA selalu no rekening tidak valid... di upgrade itu makin bagus min bukan makin ancur,1,1.2.3,kesini lot sih udah bagus kemarin lancar bayar va no rekening valid upgrade bagus min ancur,"[{'label': 'positive', 'score': 0.9683977365493774}]",positive,0.9683977365493774,Questions and Engagement,0.5941364
4014,halo danamon Kenapa transaksi gagal tetapi saldo nya malah ke potong Ngga balik lg ke rekening,1,1.2.3,halo danamon transaksi gagal saldo nya potong ngga lg rekening,"[{'label': 'negative', 'score': 0.9611426591873169}]",negative,0.9611426591873168,User Experience,0.48400226
4015,Mantap,5,1.2.3,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.5999369
4016,Lemot parah kaya buka sopi,1,1.2.1,lot parah kaya buka sopi,"[{'label': 'negative', 'score': 0.9985601305961609}]",negative,0.9985601305961608,Mixed Feedback and Technical Issues,0.8358746
4017,semenjak update malah sering loading pas dibuka. payahhhhh,1,1.2.3,semenjak update loading pas buka payahhhhh,"[{'label': 'negative', 'score': 0.9994848966598511}]",negative,0.9994848966598512,User Experience,0.86279964
4018,Pembuatan akun bank paling ribet menurut saya . Verifikasi video call nya terlalu ribet . Harus menunjukkan tempat kita bekerja,1,1.2.2,buat akun bank ribet verifikasi video call nya ribet,"[{'label': 'negative', 'score': 0.89999920129776}]",negative,0.89999920129776,User Experience,0.4173395
4019,Sering error... Trutama pas login... Sering gagal log in...,1,,error trutama pas login gagal log in,"[{'label': 'negative', 'score': 0.9715065956115723}]",negative,0.9715065956115724,Mixed Feedback and Technical Issues,0.88377774
4020,Reward promo yg dari dana mana nih?,3,1.2.3,reward promo yg dana nih,"[{'label': 'neutral', 'score': 0.9452491402626038}]",neutral,0.9452491402626038,User Experience,0.86436635
4021,Siplah,5,1.2.2,sip,"[{'label': 'negative', 'score': 0.7837612628936768}]",negative,0.7837612628936768,User Experience,0.5999378
4022,Sering gangguan..msh enak dbank yg dulu..,1,,ganggu msh enak dbank yg,"[{'label': 'positive', 'score': 0.9752840995788574}]",positive,0.9752840995788574,User Experience,0.51326877
4023,Mantap pelayanan nya bagus,5,1.2.3,mantap layan nya bagus,"[{'label': 'positive', 'score': 0.9994161128997803}]",positive,0.9994161128997804,User Experience,0.5716211
4024,Cepat dan tepat,5,1.2.3,cepat,"[{'label': 'positive', 'score': 0.9934600591659546}]",positive,0.9934600591659546,User Experience,0.5973536
4025,"perbaiki dong kinerja tim IT aplikasinya,..mbanking kog malah ribet.",1,1.2.3,baik kerja tim it aplikasi mbanking kog ribet,"[{'label': 'negative', 'score': 0.9608131647109985}]",negative,0.9608131647109984,Questions and Engagement,0.5733999
4026,Bagus,5,1.2.3,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248,User Experience,0.59957945
4027,Kenapa saya tidak bisa login? Alasan lagi ada gangguan,3,1.2.3,login alas ganggu,"[{'label': 'negative', 'score': 0.6064958572387695}]",negative,0.6064958572387695,Mixed Feedback and Technical Issues,0.7964251
4028,kebanyakan upgrate.. itu mulu. bikin emosi lama2 makin susah login,1,,banyak upgrate mulu bikin emosi susah login,"[{'label': 'negative', 'score': 0.9992281198501587}]",negative,0.9992281198501588,App Features,0.4791125
4029,Kemarin saya buka rekening di Danamon dan saya di suru download aplikasinya tapi pas mau login ngk bisa keterangannya kalau sistem lagi gangguan jadi di suru sama pegawainya datang besok tapi pas besoknya mau login kembali tetap saja ngk bisa kalau boleh minta tolong di perbaiki kualitasnya lagi jgn bikin kami kecewa terimakasih,1,1.2.3,kemarin buka rekening danamon suru download aplikasi pas login ngk terang sistem ganggu suru pegawai besok pas besok login ngk tolong baik kualitas jgn bikin kecewa terimakasih,"[{'label': 'negative', 'score': 0.9863411784172058}]",negative,0.9863411784172058,User Experience,0.46350345
4030,Top d save,3,1.2.3,top save,"[{'label': 'neutral', 'score': 0.9981853365898132}]",neutral,0.9981853365898132,Questions and Engagement,0.4000901
4031,Semoga banyak bonus nya,5,1.2.3,moga bonus nya,"[{'label': 'positive', 'score': 0.9792572855949402}]",positive,0.9792572855949402,Mixed Feedback and Technical Issues,0.7964998
4032,"Kenapa buka akun saya pake hp lain malah di blokir, selalu begitu, capek juga",1,1.2.3,buka akun pake hp blokir capek,"[{'label': 'negative', 'score': 0.9991717338562012}]",negative,0.9991717338562012,App Features,0.8808779
4033,Sangat membantu saya transaksi,5,,bantu transaksi,"[{'label': 'positive', 'score': 0.9964523315429688}]",positive,0.9964523315429688,User Experience,0.731238
4034,"Sebaiknya tidak terlalu sering di upgrade. Baru bulan lalu minta di upgrade, ternyata bulan ini minta di upgrade lg. Klu kita mo transaksi cepat jadi terlambat. Apalagi selalu gagal upgrade. Waktu terbuang dgn urusan ini saja.",1,1.2.2,upgrade upgrade upgrade lg klu mo transaksi cepat lambat gagal upgrade buang dgn urus,"[{'label': 'negative', 'score': 0.998542070388794}]",negative,0.998542070388794,Mixed Feedback and Technical Issues,0.52523875
4035,Hai danamon kenapa tidak bisa dibuka aplikasi nya ?🤔,3,1.2.3,hai danamon buka aplikasi nya,"[{'label': 'neutral', 'score': 0.8788027167320251}]",neutral,0.8788027167320251,Questions and Engagement,0.7951754
4036,Good,5,1.2.1,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
4037,"Good,canggih",5,1.2.3,good canggih,"[{'label': 'positive', 'score': 0.9993504881858826}]",positive,0.9993504881858826,Opinion on Banking App,0.73280746
4038,Terima kasih saya seneng bisa bergabung di D-Bank pro,5,1.2.3,terima kasih neng gabung bank pro,"[{'label': 'positive', 'score': 0.9933313727378845}]",positive,0.9933313727378844,Opinion on Banking App,0.8386462
4039,Best,5,,best,"[{'label': 'positive', 'score': 0.9989155530929565}]",positive,0.9989155530929564,Opinion on Banking App,0.59892035
4040,Bravo D-Bank PRO,5,1.2.3,bravo bank pro,"[{'label': 'neutral', 'score': 0.9980491399765015}]",neutral,0.9980491399765016,Questions and Engagement,0.53625107
4041,Good,5,1.2.3,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
4042,Mantap,5,1.2.2,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.59993684
4043,Tambah elegan tampilan dan aplikasinya,5,1.2.3,elegan tampil aplikasi,"[{'label': 'positive', 'score': 0.9904860854148865}]",positive,0.9904860854148864,User Experience,0.59673536
4044,Good,5,,good,"[{'label': 'positive', 'score': 0.9990602135658264}]",positive,0.9990602135658264,Opinion on Banking App,0.5999354
4045,Top,5,,top,"[{'label': 'positive', 'score': 0.9786689281463623}]",positive,0.9786689281463624,Questions and Engagement,0.59943926
4046,Ok,5,,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4047,Ngirim email gk bisa harus telfon baru ngobrol udh abis pulsa 20k aduh Danamon,1,1.2.3,ngirim email gk telfon ngobrol udh abis pulsa aduh danamon,"[{'label': 'negative', 'score': 0.9932241439819336}]",negative,0.9932241439819336,App Features,0.91844904
4048,Baik dan sangat membantu,5,1.2.3,bantu,"[{'label': 'positive', 'score': 0.9919096827507019}]",positive,0.991909682750702,User Experience,0.5996231
4049,Baik,5,1.1.8,,"[{'label': 'positive', 'score': 0.9978936314582825}]",positive,0.9978936314582824,User Experience,0.2
4050,Kl yg dpro kurang bagus,5,1.2.3,kl yg dpro bagus,"[{'label': 'negative', 'score': 0.9991878867149353}]",negative,0.9991878867149352,Questions and Engagement,0.5793786
4051,Mantep,5,1.2.3,mantep,"[{'label': 'negative', 'score': 0.9885025024414062}]",negative,0.9885025024414062,User Experience,0.59993863
4052,ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4053,ok,5,1.2.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4054,"Tolong diupgrade agar bisa top up shopee pay, gopay, ovo. Terimakasih",4,1.2.3,tolong diupgrade top up shopee pay gopay ovo terimakasih,"[{'label': 'neutral', 'score': 0.998561441898346}]",neutral,0.998561441898346,Mixed Feedback and Technical Issues,0.43435514
4055,Gak layak,1,1.2.3,gak layak,"[{'label': 'negative', 'score': 0.9989915490150452}]",negative,0.9989915490150452,App Features,0.7283233
4056,Inponya suruh d apdet tpi pas apdet muter² mulu.capeh ach,5,1.2.2,inponya suruh apdet tpi pas apdet muter mulu capeh ach,"[{'label': 'negative', 'score': 0.9993674159049988}]",negative,0.9993674159049988,Mixed Feedback and Technical Issues,0.665617
4057,Okeeeee3,5,1.1.5,okeeeee,"[{'label': 'positive', 'score': 0.9838836789131165}]",positive,0.9838836789131165,User Experience,0.2
4058,ok,5,1.2.2,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342,App Features,0.5999488
4059,Mantap,5,1.2.2,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428,Opinion on Banking App,0.59993684
4060,"Transfer gagal, tapi saldo terpotong sudah berulang kali buat laporan ke hellodanamon tapi tidak ada hasil. Mereka dengan manis proses 3 hari kerja. Ini sudah 10 hari kerja lebih. Pikirkan ulang untuk membuka rekening Disini.",1,1.2.3,transfer gagal saldo potong ulang kali lapor hellodanamon hasil manis proses kerja kerja pikir ulang buka rekening,"[{'label': 'negative', 'score': 0.9949966669082642}]",negative,0.9949966669082642,Mixed Feedback and Technical Issues,0.5848243
4061,"Saya nasabah danamon, laporan saya ke hello danamon sudah 14 hari kalender tidak ada follow up. Terlihat memang kinerja danamon.. saham dari 9 rb turun ke 2 rb an. Pikirkan 2x untuk rencana mengendapkan dana di bank ini.",1,,nasabah danamon lapor hello danamon kalender follow up kerja danamon saham rb turun rb an pikir rencana endap dana bank,"[{'label': 'neutral', 'score': 0.8572190999984741}]",neutral,0.8572190999984741,User Experience,0.6754199
4062,Mohon untuk di perbaiki cs nya.. Tidak sopan sekali saat verifikasi video call nya...,1,1.2.3,mohon baik cs nya sopan verifikasi video call nya,"[{'label': 'negative', 'score': 0.9931864738464355}]",negative,0.9931864738464355,Mixed Feedback and Technical Issues,0.50009406
4063,Halo.mengapa tidak bisa donload Aplikasi nya,4,,halo donload aplikasi nya,"[{'label': 'negative', 'score': 0.8769751191139221}]",negative,0.8769751191139221,User Experience,0.72901416
4064,Aplikasi nyusahin saat ini..setiap mau buka mbangking. Selalu minta gmail & passwordnya selalu minta verifikasi sms..bukan mempercepat malah memperlambat,1,1.2.0,aplikasi nyusahin buka mbangking gmail passwordnya verifikasi sms cepat lambat,"[{'label': 'negative', 'score': 0.9985628724098206}]",negative,0.9985628724098206,App Features,0.48798206
